area_type,location,total_sqft,bath,balcony,price,bhk
Super built-up  Area,other,1415.0,3.0,3.0,78.0,3
Super built-up  Area,other,2405.0,4.0,2.0,260.0,3
Plot  Area,other,1500.0,2.0,1.0,115.0,2
Built-up  Area,other,1060.0,2.0,2.0,60.0,2
Plot  Area,other,2600.0,8.0,2.0,180.0,8
Super built-up  Area,other,1285.0,2.0,3.0,72.5,2
Plot  Area,other,4050.0,3.0,2.0,280.0,3
Built-up  Area,other,1280.0,2.0,1.0,69.0,2
Super built-up  Area,other,3045.0,3.0,2.0,170.0,3
Plot  Area,other,900.0,2.0,1.0,110.0,2
Super built-up  Area,other,1560.0,3.0,3.0,115.0,3
Plot  Area,other,1200.0,4.0,3.0,165.0,4
Built-up  Area,other,1645.0,3.0,2.0,95.0,3
Plot  Area,other,1200.0,2.0,0.0,79.0,2
Plot  Area,other,1350.0,2.0,0.0,140.0,3
Super built-up  Area,other,1800.0,3.0,0.0,150.0,3
Super built-up  Area,other,1762.0,3.0,1.0,125.0,3
Super built-up  Area,other,950.0,2.0,2.0,50.0,2
Super built-up  Area,other,1200.0,3.0,0.0,90.0,3
Super built-up  Area,other,2023.71,3.0,2.0,275.0,3
Super built-up  Area,other,2150.0,4.0,2.0,240.0,3
Built-up  Area,other,3309.0,4.0,3.0,325.0,4
Super built-up  Area,other,5000.0,9.0,3.0,360.0,11
Super built-up  Area,other,1150.0,2.0,2.0,126.0,2
Super built-up  Area,other,1200.0,2.0,1.0,74.0,2
Super built-up  Area,other,1753.0,3.0,2.0,120.0,3
Super built-up  Area,other,1000.0,2.0,1.0,53.0,2
Plot  Area,other,720.0,2.0,1.0,45.0,2
Plot  Area,other,1200.0,3.0,1.0,165.0,4
Built-up  Area,other,700.0,1.0,0.0,41.0,1
Built-up  Area,other,1595.0,3.0,2.0,115.0,3
Super built-up  Area,other,1353.0,2.0,2.0,110.0,2
Built-up  Area,other,1200.0,2.0,0.0,85.0,1
Built-up  Area,other,1325.0,2.0,1.0,90.0,3
Super built-up  Area,other,1056.0,2.0,1.0,80.0,2
Super built-up  Area,other,1544.0,3.0,2.0,120.0,3
Plot  Area,other,1200.0,2.0,0.0,65.0,2
Built-up  Area,other,540.0,1.0,1.0,36.0,1
Super built-up  Area,other,1578.0,3.0,1.0,180.0,3
Plot  Area,other,1600.0,2.0,0.0,115.0,2
Super built-up  Area,other,416.0,1.0,1.0,18.5,1
Built-up  Area,other,834.0,1.0,1.0,60.0,1
Plot  Area,other,1125.0,4.0,1.0,70.0,3
Super built-up  Area,other,3000.0,5.0,2.0,260.0,4
Plot  Area,other,2160.0,5.0,1.0,250.0,6
Super built-up  Area,other,469.0,1.0,0.0,25.0,1
Super built-up  Area,other,1630.0,2.0,2.0,200.0,2
Built-up  Area,other,1200.0,2.0,0.0,70.0,3
Super built-up  Area,other,1350.0,3.0,0.0,77.0,3
Built-up  Area,other,4046.0,4.0,0.0,445.0,4
Super built-up  Area,other,1180.0,2.0,2.0,78.34,3
Super built-up  Area,other,1355.0,2.0,2.0,115.0,2
Plot  Area,other,600.0,1.0,0.0,50.0,1
Super built-up  Area,other,1875.0,3.0,2.0,165.0,3
Plot  Area,other,600.0,2.0,1.0,55.0,2
Super built-up  Area,other,1750.0,3.0,1.0,120.0,3
Plot  Area,other,1092.0,2.0,1.0,98.5,3
Built-up  Area,other,425.0,1.0,0.0,20.03,1
Plot  Area,other,600.0,1.0,1.0,60.0,1
Super built-up  Area,other,1468.0,2.0,1.0,140.0,2
Plot  Area,other,4300.0,5.0,2.0,550.0,4
Super built-up  Area,other,775.0,2.0,1.0,55.0,2
Super built-up  Area,other,1352.0,3.0,0.0,135.0,3
Plot  Area,other,1200.0,3.0,2.0,95.0,4
Super built-up  Area,other,1976.0,3.0,1.0,184.0,3
Plot  Area,other,5500.0,4.0,2.0,600.0,4
Plot  Area,other,1200.0,3.0,0.0,95.0,3
Super built-up  Area,other,1180.0,2.0,1.0,69.0,2
Super built-up  Area,other,686.0,1.0,1.0,17.0,1
Built-up  Area,other,1500.0,4.0,2.0,180.0,4
Super built-up  Area,other,1282.0,2.0,2.0,87.0,2
Built-up  Area,other,1500.0,2.0,2.0,95.0,3
Super built-up  Area,other,1300.0,1.0,1.0,115.0,2
Built-up  Area,other,530.0,1.0,1.0,20.0,1
Super built-up  Area,other,1350.0,2.0,3.0,80.0,2
Plot  Area,other,2400.0,6.0,3.0,125.0,8
Super built-up  Area,other,1141.0,2.0,0.0,62.0,2
Super built-up  Area,other,950.0,1.0,1.0,40.0,1
Built-up  Area,other,1480.0,3.0,2.0,90.0,3
Super built-up  Area,other,1600.0,3.0,3.0,90.0,3
Plot  Area,other,1200.0,4.0,0.0,135.0,4
Plot  Area,other,1500.0,3.0,2.0,115.0,3
Super built-up  Area,other,1824.0,3.0,3.0,125.0,3
Plot  Area,other,750.0,1.0,0.0,56.25,1
Plot  Area,other,6000.0,5.0,3.0,400.0,4
Built-up  Area,other,2400.0,3.0,2.0,170.0,3
Super built-up  Area,other,1500.0,2.0,2.0,98.0,3
Super built-up  Area,other,3095.0,3.0,3.0,350.0,3
Plot  Area,other,1200.0,1.0,1.0,28.0,1
Plot  Area,other,1500.0,3.0,3.0,100.0,3
Plot  Area,other,1560.0,5.0,1.0,145.0,5
Super built-up  Area,other,1560.0,3.0,1.0,188.0,3
Super built-up  Area,other,485.0,1.0,1.0,15.0,1
Plot  Area,other,1200.0,3.0,1.0,130.0,3
Super built-up  Area,other,1050.0,2.0,1.0,67.0,2
Super built-up  Area,other,1596.0,3.0,1.0,105.0,3
Plot  Area,other,1200.0,3.0,1.0,85.0,3
Built-up  Area,other,1132.0,2.0,1.0,67.0,2
Super built-up  Area,other,1515.0,3.0,3.0,88.0,3
Super built-up  Area,other,1380.0,2.0,1.0,80.0,2
Built-up  Area,other,4346.0,5.0,2.0,500.0,4
Super built-up  Area,other,2200.0,3.0,2.0,187.0,3
Built-up  Area,other,3329.0,3.0,2.0,330.0,3
Plot  Area,other,3600.0,4.0,2.0,300.0,4
Super built-up  Area,other,3500.0,3.0,3.0,450.0,4
Super built-up  Area,other,1093.0,2.0,2.0,65.0,2
Carpet  Area,other,1535.0,3.0,1.0,95.0,3
Super built-up  Area,other,1100.0,2.0,1.0,62.7,2
Super built-up  Area,other,2197.0,4.0,3.0,280.0,3
Plot  Area,other,1600.0,3.0,1.0,172.0,4
Built-up  Area,other,1450.0,2.0,2.0,85.0,3
Built-up  Area,other,2000.0,3.0,1.0,166.0,4
Built-up  Area,other,1756.0,3.0,3.0,100.0,3
Super built-up  Area,other,1532.0,3.0,3.0,92.0,3
Built-up  Area,other,1650.0,3.0,0.0,110.0,3
Built-up  Area,other,1200.0,2.0,2.0,66.0,2
Super built-up  Area,other,1525.0,2.0,3.0,122.0,3
Plot  Area,other,2400.0,3.0,2.0,200.0,4
Built-up  Area,other,1000.0,2.0,1.0,130.0,2
Plot  Area,other,3040.0,1.0,1.0,180.0,2
Super built-up  Area,other,1390.0,3.0,1.0,120.0,3
Super built-up  Area,other,1135.0,2.0,2.0,68.0,2
Super built-up  Area,other,900.0,2.0,1.0,55.0,2
Super built-up  Area,other,2500.0,3.0,1.0,250.0,3
Super built-up  Area,other,1269.72,2.0,2.0,68.0,2
Plot  Area,other,1168.0,3.0,0.0,70.0,3
Plot  Area,other,2100.0,4.0,2.0,155.0,4
Super built-up  Area,other,1515.0,3.0,3.0,93.93,3
Built-up  Area,other,2700.0,4.0,2.0,214.0,6
Super built-up  Area,other,2000.0,3.0,2.0,210.0,3
Plot  Area,other,2400.0,4.0,1.0,300.0,5
Super built-up  Area,other,1760.0,3.0,3.0,176.0,3
Built-up  Area,other,595.0,1.0,1.0,42.0,1
Built-up  Area,other,1170.0,2.0,2.0,86.0,2
Plot  Area,other,2200.0,4.0,3.0,235.0,4
Carpet  Area,other,1650.0,3.0,3.0,175.0,3
Super built-up  Area,other,1670.0,3.0,3.0,91.86,3
Built-up  Area,other,1250.0,2.0,1.0,80.0,3
Plot  Area,other,1650.0,4.0,2.0,160.0,3
Super built-up  Area,other,800.0,2.0,3.0,50.0,2
Super built-up  Area,other,1225.0,2.0,2.0,150.0,2
Super built-up  Area,other,3675.0,4.0,3.0,367.0,4
Plot  Area,other,1200.0,2.0,2.0,150.0,2
Plot  Area,other,1350.0,2.0,1.0,80.0,2
Super built-up  Area,other,1614.0,3.0,1.0,110.0,3
Super built-up  Area,other,1188.0,2.0,3.0,73.0,2
Super built-up  Area,other,1480.0,3.0,2.0,90.0,3
Plot  Area,other,680.0,2.0,0.0,42.0,2
Built-up  Area,other,955.0,2.0,3.0,53.55,2
Super built-up  Area,other,2479.13,3.0,1.0,215.0,3
Built-up  Area,other,1100.0,2.0,0.0,106.0,2
Super built-up  Area,other,1925.0,3.0,2.0,120.0,3
Super built-up  Area,other,650.0,1.0,1.0,26.0,1
Super built-up  Area,other,2000.0,3.0,3.0,207.0,3
Plot  Area,other,1050.0,2.0,0.0,110.0,2
Built-up  Area,other,1685.0,2.0,1.0,110.0,3
Super built-up  Area,other,1550.0,3.0,3.0,110.0,3
Built-up  Area,other,500.0,1.0,0.0,20.0,1
Super built-up  Area,other,3155.0,4.0,2.0,370.0,3
Super built-up  Area,other,1765.0,3.0,3.0,105.0,3
Super built-up  Area,other,1265.0,2.0,3.0,70.0,2
Built-up  Area,other,1012.0,2.0,1.0,59.0,2
Super built-up  Area,other,2045.0,4.0,3.0,154.0,3
Plot  Area,other,2400.0,4.0,2.0,280.0,6
Super built-up  Area,other,581.91,2.0,1.0,25.0,1
Plot  Area,other,1158.0,2.0,2.0,85.0,3
Super built-up  Area,other,4750.0,5.0,2.0,600.0,4
Plot  Area,other,1350.0,2.0,1.0,185.0,2
Built-up  Area,other,824.0,2.0,0.0,60.0,2
Super built-up  Area,other,1340.0,2.0,1.0,100.0,3
Built-up  Area,other,1620.0,2.0,1.0,110.0,3
Built-up  Area,other,1533.0,3.0,2.0,115.0,3
Built-up  Area,other,1560.0,3.0,2.0,85.0,3
Super built-up  Area,other,750.0,1.0,2.0,25.0,1
Super built-up  Area,other,1375.0,2.0,3.0,85.0,3
Built-up  Area,other,1500.0,3.0,2.0,88.0,3
Super built-up  Area,other,1140.0,2.0,1.0,76.0,2
Super built-up  Area,other,1198.0,2.0,1.0,84.0,2
Built-up  Area,other,4000.0,4.0,1.0,520.0,4
Built-up  Area,other,1370.0,2.0,2.0,75.0,2
Super built-up  Area,other,1000.0,1.0,1.0,55.0,2
Plot  Area,other,1200.0,2.0,2.0,125.0,2
Built-up  Area,other,1050.0,1.0,1.0,70.0,1
Plot  Area,other,1200.0,2.0,0.0,80.0,3
Built-up  Area,other,400.0,1.0,0.0,14.0,1
Plot  Area,other,1575.0,4.0,0.0,150.0,5
Built-up  Area,other,4800.0,5.0,3.0,629.0,4
Super built-up  Area,other,1200.0,2.0,2.0,70.0,2
Super built-up  Area,other,1300.0,2.0,1.0,79.0,2
Super built-up  Area,other,3500.0,4.0,3.0,350.0,4
Built-up  Area,other,1000.0,2.0,0.0,110.0,3
Built-up  Area,other,1000.0,2.0,2.0,53.0,2
Built-up  Area,other,2400.0,3.0,1.0,260.0,3
Super built-up  Area,other,1533.0,3.0,2.0,85.0,3
Super built-up  Area,other,1452.55,2.0,3.0,110.0,2
Built-up  Area,other,2357.0,3.0,2.0,151.0,3
Super built-up  Area,other,1170.0,2.0,3.0,105.0,2
Super built-up  Area,other,1411.0,3.0,2.0,91.72,3
Super built-up  Area,other,3095.0,3.0,3.0,375.0,3
Plot  Area,other,1100.0,3.0,1.0,78.0,3
Super built-up  Area,other,3600.0,4.0,2.0,365.0,4
Built-up  Area,other,1945.0,3.0,3.0,120.0,3
Super built-up  Area,other,1650.0,3.0,1.0,165.0,3
Plot  Area,other,1550.0,2.0,1.0,150.0,3
Built-up  Area,other,1150.0,2.0,1.0,75.0,3
Plot  Area,other,1200.0,3.0,1.0,74.0,3
Super built-up  Area,other,1229.0,3.0,1.0,86.03,3
Built-up  Area,other,1030.0,2.0,3.0,61.0,2
Built-up  Area,other,600.0,1.0,0.0,32.0,1
Super built-up  Area,other,1165.0,2.0,1.0,135.0,2
Built-up  Area,other,3000.0,4.0,2.0,240.0,4
Super built-up  Area,other,1315.0,2.0,2.0,90.0,2
Super built-up  Area,other,1210.0,2.0,2.0,72.0,2
Super built-up  Area,other,1170.0,2.0,2.0,68.0,2
Plot  Area,other,1600.0,2.0,2.0,110.0,2
Super built-up  Area,other,1370.0,2.0,2.0,75.0,3
Super built-up  Area,other,1700.0,3.0,1.0,97.0,3
Super built-up  Area,other,1900.0,3.0,3.0,160.0,3
Built-up  Area,other,1100.0,2.0,1.0,75.0,2
Built-up  Area,other,1929.0,3.0,2.0,115.0,3
Built-up  Area,other,3161.0,4.0,3.0,214.0,4
Plot  Area,other,3515.0,3.0,1.0,420.0,3
Super built-up  Area,other,1100.0,2.0,1.0,70.0,2
Super built-up  Area,other,700.0,1.0,1.0,41.0,1
Plot  Area,other,3000.0,3.0,0.0,250.0,3
Super built-up  Area,other,1100.0,2.0,3.0,61.0,2
Plot  Area,other,1260.0,1.0,0.0,41.0,1
Plot  Area,other,1500.0,1.0,0.0,37.5,1
Built-up  Area,other,600.0,1.0,1.0,17.0,1
Super built-up  Area,other,1165.0,2.0,2.0,75.0,2
Plot  Area,other,1272.0,4.0,0.0,75.0,3
Plot  Area,other,1600.0,5.0,2.0,140.0,5
Super built-up  Area,other,1000.0,2.0,1.0,65.0,3
Plot  Area,other,2400.0,4.0,2.0,325.0,3
Built-up  Area,other,1463.0,1.0,1.0,142.0,2
Super built-up  Area,other,2401.0,3.0,2.0,185.0,3
Built-up  Area,other,1875.0,2.0,3.0,235.0,3
Built-up  Area,other,890.0,1.0,1.0,75.0,1
Plot  Area,other,2400.0,3.0,2.0,290.0,3
Super built-up  Area,other,1690.0,3.0,2.0,100.0,3
Plot  Area,other,1350.0,2.0,0.0,90.0,2
Super built-up  Area,other,1460.0,3.0,2.0,88.0,3
Super built-up  Area,other,1685.0,3.0,2.0,95.0,3
Plot  Area,other,800.0,1.0,0.0,52.0,1
Plot  Area,other,4000.0,5.0,1.0,280.0,4
Plot  Area,other,792.0,2.0,1.0,70.0,2
Plot  Area,other,2400.0,5.0,2.0,235.0,5
Plot  Area,other,461.82,1.0,1.0,31.7,1
Plot  Area,other,1500.0,2.0,0.0,85.0,3
Super built-up  Area,other,1260.0,2.0,1.0,75.0,2
Built-up  Area,other,2820.0,3.0,2.0,285.0,3
Built-up  Area,other,1950.0,3.0,2.0,130.0,3
Super built-up  Area,other,1350.0,2.0,2.0,140.0,3
Plot  Area,other,4051.0,4.0,3.0,345.0,4
Super built-up  Area,other,2100.0,3.0,3.0,170.0,3
Built-up  Area,other,1991.0,3.0,2.0,160.0,3
Built-up  Area,other,1200.0,3.0,2.0,66.0,3
Plot  Area,other,3000.0,4.0,3.0,342.0,4
Plot  Area,other,2400.0,6.0,2.0,245.0,6
Plot  Area,other,1375.0,2.0,1.0,105.0,2
Super built-up  Area,other,1693.0,3.0,2.0,108.0,3
Super built-up  Area,other,1150.0,2.0,2.0,77.5,3
Super built-up  Area,other,1058.0,2.0,2.0,60.0,2
Built-up  Area,other,900.0,1.0,1.0,30.0,1
Super built-up  Area,other,1672.0,3.0,2.0,150.0,3
Built-up  Area,other,1250.0,3.0,2.0,139.0,3
Super built-up  Area,other,1468.0,3.0,2.0,130.0,2
Built-up  Area,other,1480.0,2.0,0.0,145.0,3
Super built-up  Area,other,2280.0,3.0,2.0,285.0,3
Super built-up  Area,other,2000.0,3.0,2.0,200.0,3
Super built-up  Area,other,1080.0,2.0,2.0,75.0,3
Super built-up  Area,other,2400.0,2.0,1.0,150.0,3
Super built-up  Area,other,1125.0,2.0,1.0,75.0,2
Built-up  Area,other,1596.0,3.0,0.0,95.0,3
Built-up  Area,other,1639.0,3.0,3.0,123.0,3
Super built-up  Area,other,1740.0,3.0,2.0,199.0,3
Carpet  Area,other,1372.0,2.0,1.0,90.0,3
Super built-up  Area,other,6200.0,5.0,2.0,720.0,5
Built-up  Area,other,925.0,2.0,2.0,63.0,2
Plot  Area,other,1200.0,3.0,1.0,95.0,4
Plot  Area,other,1200.0,2.0,0.0,79.0,2
Super built-up  Area,other,2500.0,3.0,2.0,270.0,3
Plot  Area,other,1584.0,3.0,2.0,145.0,4
Super built-up  Area,other,1570.0,3.0,1.0,115.0,3
Built-up  Area,other,1750.0,3.0,1.0,180.0,3
Plot  Area,other,1500.0,1.0,0.0,160.0,2
Plot  Area,other,2100.0,6.0,2.0,275.0,6
Built-up  Area,other,705.0,1.0,2.0,36.5,1
Super built-up  Area,other,1340.0,3.0,3.0,77.0,3
Plot  Area,other,1260.0,1.0,1.0,41.0,1
Plot  Area,other,1200.0,2.0,1.0,125.0,2
Built-up  Area,other,1270.0,2.0,1.0,175.0,4
Plot  Area,other,1200.0,3.0,2.0,130.0,3
Super built-up  Area,other,3100.0,5.0,1.0,385.0,4
Plot  Area,other,1200.0,4.0,1.0,150.0,4
Plot  Area,other,3259.0,3.0,0.0,270.0,3
Built-up  Area,other,596.0,1.0,1.0,42.0,1
Super built-up  Area,other,10000.0,16.0,2.0,550.0,16
Plot  Area,other,1200.0,4.0,3.0,110.0,4
Super built-up  Area,other,1910.0,3.0,1.0,190.0,3
Built-up  Area,other,1750.0,3.0,3.0,149.0,3
Super built-up  Area,other,985.0,2.0,1.0,63.0,2
Super built-up  Area,other,1300.0,2.0,1.0,129.0,2
Super built-up  Area,other,1490.0,2.0,3.0,88.0,3
Super built-up  Area,other,650.0,1.0,0.0,30.0,1
Super built-up  Area,other,1500.0,2.0,2.0,89.99,3
Super built-up  Area,other,910.0,1.0,1.0,42.0,1
Built-up  Area,other,532.0,1.0,1.0,22.49,1
Super built-up  Area,other,1060.0,3.0,1.0,62.0,3
Super built-up  Area,other,1550.0,2.0,3.0,160.0,2
Built-up  Area,other,1000.0,2.0,1.0,80.0,2
Built-up  Area,other,1500.0,2.0,0.0,97.0,3
Super built-up  Area,other,1865.0,4.0,2.0,140.0,3
Built-up  Area,other,3500.0,4.0,2.0,245.0,4
Super built-up  Area,other,1320.0,2.0,2.0,73.0,3
Plot  Area,other,2150.0,6.0,3.0,205.0,6
Plot  Area,other,675.0,3.0,1.0,52.0,2
Super built-up  Area,other,1801.0,3.0,2.0,139.0,3
Built-up  Area,other,2990.0,4.0,2.0,324.0,4
Plot  Area,other,2400.0,2.0,1.0,160.0,2
Built-up  Area,other,1150.0,2.0,1.0,75.0,2
Plot  Area,other,1200.0,3.0,2.0,165.0,3
Super built-up  Area,other,1390.0,2.0,2.0,80.0,3
Super built-up  Area,other,1550.0,2.0,2.0,90.0,3
Plot  Area,other,1500.0,4.0,0.0,110.0,4
Super built-up  Area,other,1839.0,3.0,3.0,165.0,3
Super built-up  Area,other,900.0,2.0,1.0,70.0,2
Plot  Area,other,1500.0,3.0,2.0,149.0,3
Plot  Area,other,750.0,2.0,0.0,50.0,1
Built-up  Area,other,600.0,3.0,2.0,75.0,2
Built-up  Area,other,1605.0,2.0,3.0,85.0,3
Super built-up  Area,other,1500.0,1.0,1.0,19.5,1
Plot  Area,other,1200.0,2.0,0.0,70.0,2
Plot  Area,other,1200.0,2.0,1.0,160.0,2
Super built-up  Area,other,1904.0,3.0,3.0,155.0,3
Super built-up  Area,other,2770.0,4.0,3.0,315.0,3
Built-up  Area,other,813.0,1.0,1.0,39.0,1
Super built-up  Area,other,1630.0,2.0,2.0,97.78,3
Built-up  Area,other,2425.0,4.0,3.0,173.0,4
Built-up  Area,other,1280.0,2.0,1.0,75.0,2
Super built-up  Area,other,735.0,1.0,1.0,75.0,1
Built-up  Area,other,500.0,1.0,0.0,24.0,1
Plot  Area,other,1200.0,4.0,0.0,145.0,3
Plot  Area,other,1200.0,2.0,1.0,100.0,2
Plot  Area,other,1200.0,3.0,1.0,160.0,3
Super built-up  Area,other,1265.0,2.0,1.0,82.0,3
Built-up  Area,other,1850.0,3.0,3.0,98.0,3
Plot  Area,other,2360.0,4.0,2.0,150.0,4
Super built-up  Area,other,1030.0,2.0,1.0,77.25,2
Super built-up  Area,other,2000.0,3.0,2.0,160.0,3
Built-up  Area,other,1575.0,3.0,2.0,93.0,3
Built-up  Area,other,1300.0,2.0,2.0,70.0,3
Super built-up  Area,other,1380.0,2.0,1.0,75.0,2
Plot  Area,other,3100.0,3.0,3.0,250.0,3
Built-up  Area,other,1190.0,2.0,2.0,100.0,2
Super built-up  Area,other,1827.0,3.0,3.0,100.0,3
Super built-up  Area,other,1500.0,3.0,3.0,95.0,3
Super built-up  Area,other,1180.0,2.0,2.0,63.0,2
Super built-up  Area,other,1645.0,3.0,2.0,95.0,3
Plot  Area,other,1200.0,4.0,1.0,140.0,4
Super built-up  Area,other,1097.0,2.0,3.0,65.0,2
Built-up  Area,other,1600.0,3.0,1.0,165.0,4
Built-up  Area,other,900.0,2.0,2.0,110.0,2
Built-up  Area,other,1200.0,2.0,1.0,125.0,2
Super built-up  Area,other,1355.0,2.0,3.0,75.0,2
Plot  Area,other,7500.0,4.0,2.0,900.0,4
Super built-up  Area,other,4104.0,4.0,3.0,360.0,4
Plot  Area,other,2080.0,2.0,1.0,150.0,2
Super built-up  Area,other,1505.0,2.0,2.0,90.0,2
Plot  Area,other,1200.0,3.0,3.0,95.75,3
Super built-up  Area,other,1810.0,4.0,3.0,148.0,3
Super built-up  Area,other,1530.0,2.0,1.0,97.0,3
Plot  Area,other,1500.0,2.0,1.0,130.0,3
Super built-up  Area,other,745.0,2.0,0.0,50.0,2
Super built-up  Area,other,1355.0,2.0,1.0,95.0,2
Super built-up  Area,other,833.0,1.0,1.0,49.0,1
Super built-up  Area,other,3000.0,5.0,2.0,270.0,4
Built-up  Area,other,1220.0,2.0,2.0,68.0,2
Plot  Area,other,3811.0,3.0,2.0,475.0,4
Super built-up  Area,other,1545.0,3.0,3.0,85.0,3
Plot  Area,other,1350.0,2.0,1.0,110.0,2
Super built-up  Area,other,1200.0,2.0,1.0,68.0,3
Plot  Area,other,2000.0,4.0,2.0,180.0,5
Built-up  Area,other,1280.0,4.0,1.0,115.0,4
Plot  Area,other,1200.0,3.0,0.0,85.0,3
Super built-up  Area,other,1655.0,3.0,2.0,155.0,3
Super built-up  Area,other,1150.0,2.0,1.0,74.0,2
Plot  Area,other,1200.0,2.0,0.0,108.0,3
Super built-up  Area,other,1200.0,2.0,2.0,75.0,2
Plot  Area,other,1500.0,2.0,0.0,203.0,2
Plot  Area,other,1350.0,4.0,2.0,85.0,4
Carpet  Area,other,4500.0,9.0,2.0,500.0,9
Built-up  Area,other,1550.0,3.0,2.0,160.0,3
Built-up  Area,other,1758.0,3.0,2.0,95.0,3
Super built-up  Area,other,3179.0,5.0,3.0,351.0,4
Built-up  Area,other,1200.0,3.0,0.0,85.0,2
Built-up  Area,other,1800.0,3.0,3.0,140.0,3
Built-up  Area,other,3900.0,4.0,2.0,333.0,4
Plot  Area,other,2400.0,4.0,2.0,200.0,3
Super built-up  Area,other,1645.0,3.0,2.0,87.5,3
Super built-up  Area,other,2600.0,3.0,2.0,140.0,3
Super built-up  Area,other,950.0,2.0,1.0,60.0,2
Super built-up  Area,other,1900.0,3.0,2.0,205.0,3
Super built-up  Area,other,1402.0,2.0,2.0,85.0,3
Super built-up  Area,other,2100.0,3.0,2.0,240.0,3
Plot  Area,other,1200.0,3.0,0.0,140.0,3
Built-up  Area,other,814.0,2.0,1.0,55.0,2
Super built-up  Area,other,1590.0,3.0,0.0,120.0,3
Super built-up  Area,other,1450.0,2.0,3.0,89.6,3
Built-up  Area,other,1340.0,2.0,3.0,77.0,2
Super built-up  Area,other,1665.0,3.0,2.0,105.0,3
Plot  Area,other,2300.0,4.0,2.0,200.0,4
Super built-up  Area,other,1210.0,2.0,1.0,76.0,2
Super built-up  Area,other,1065.0,2.0,1.0,58.0,2
Built-up  Area,other,1636.0,3.0,2.0,97.0,3
Super built-up  Area,other,3600.0,4.0,3.0,450.0,4
Plot  Area,other,1200.0,3.0,2.0,72.0,3
Plot  Area,other,1000.0,1.0,1.0,75.0,2
Built-up  Area,other,1170.0,2.0,2.0,86.0,2
Plot  Area,other,4830.0,5.0,1.0,390.0,4
Built-up  Area,other,850.0,2.0,1.0,75.0,2
Super built-up  Area,other,2065.0,3.0,2.0,130.0,3
Built-up  Area,other,1150.0,2.0,2.0,125.0,2
Built-up  Area,other,2550.0,4.0,2.0,290.0,3
Built-up  Area,other,3080.0,2.0,1.0,285.0,4
Super built-up  Area,other,450.0,1.0,1.0,25.0,1
Super built-up  Area,other,1100.0,2.0,1.0,85.0,2
Super built-up  Area,other,1036.0,2.0,2.0,110.0,2
Plot  Area,other,1376.0,4.0,1.0,156.0,4
Super built-up  Area,other,1080.0,2.0,1.0,62.0,2
Built-up  Area,other,1475.0,2.0,1.0,200.0,3
Plot  Area,other,1200.0,3.0,3.0,96.25,3
Super built-up  Area,other,2631.0,3.0,2.0,200.0,4
Built-up  Area,other,830.0,2.0,1.0,60.0,2
Super built-up  Area,other,1500.0,2.0,2.0,88.0,2
Built-up  Area,other,856.0,2.0,1.0,48.0,2
Built-up  Area,other,1117.0,2.0,1.0,110.0,2
Super built-up  Area,other,600.0,1.0,1.0,43.0,1
Plot  Area,other,1200.0,3.0,0.0,70.0,3
Built-up  Area,other,2675.0,4.0,2.0,290.0,4
Built-up  Area,other,1477.0,2.0,2.0,80.0,3
Super built-up  Area,other,3500.0,5.0,2.0,450.0,4
Super built-up  Area,other,1793.0,3.0,2.0,98.0,3
Plot  Area,other,1020.0,2.0,1.0,62.0,2
Super built-up  Area,other,3300.0,5.0,3.0,318.0,4
Plot  Area,other,1200.0,3.0,1.0,165.0,3
Super built-up  Area,other,1718.0,3.0,3.0,223.0,3
Super built-up  Area,other,1200.0,2.0,2.0,75.0,3
Super built-up  Area,other,985.0,2.0,1.0,55.0,2
Built-up  Area,other,1030.0,2.0,2.0,80.0,2
Built-up  Area,other,1150.0,2.0,2.0,69.0,2
Super built-up  Area,other,1500.0,2.0,1.0,90.0,3
Plot  Area,other,900.0,2.0,0.0,55.0,2
Built-up  Area,other,1750.0,2.0,1.0,225.0,4
Built-up  Area,other,1100.0,2.0,1.0,78.0,2
Plot  Area,other,1180.0,2.0,2.0,74.0,2
Super built-up  Area,other,1540.0,3.0,2.0,85.0,3
Super built-up  Area,other,1800.0,3.0,0.0,230.0,3
Super built-up  Area,other,2000.0,3.0,2.0,120.0,3
Built-up  Area,other,2000.0,3.0,1.0,145.0,3
Super built-up  Area,other,500.0,1.0,1.0,15.0,1
Built-up  Area,other,3160.0,4.0,3.0,206.0,4
Plot  Area,other,922.0,2.0,1.0,70.0,2
Built-up  Area,other,850.0,2.0,1.0,72.0,2
Plot  Area,other,1200.0,1.0,0.0,65.0,2
Super built-up  Area,other,1233.0,2.0,3.0,100.0,2
Plot  Area,other,1936.0,3.0,0.0,110.0,3
Super built-up  Area,other,1652.5,3.0,2.0,90.0,3
Plot  Area,other,1500.0,3.0,2.0,138.0,3
Super built-up  Area,other,700.0,2.0,0.0,43.0,2
Built-up  Area,other,1750.0,3.0,3.0,170.0,3
Plot  Area,other,1365.0,3.0,0.0,99.0,3
Super built-up  Area,other,708.0,1.0,1.0,55.0,2
Built-up  Area,other,1680.0,3.0,3.0,135.0,3
Super built-up  Area,other,990.0,2.0,2.0,58.0,2
Built-up  Area,other,1240.0,2.0,1.0,100.0,2
Built-up  Area,other,1810.0,3.0,3.0,118.0,3
Super built-up  Area,other,2005.0,3.0,2.0,240.0,3
Built-up  Area,other,1000.0,2.0,1.0,97.0,2
Built-up  Area,other,1430.0,3.0,1.0,78.65,3
Built-up  Area,other,1200.0,2.0,1.0,45.0,1
